Name, Time, Duration, Frames
L1_FinalTarget (Target), 3.333333, 3.333333, 200.000000
L2_FinalTarget (Target), 6.179288, 2.845954, 170.757300
L3_Target_1 (Target), 116.616000, 110.436700, 6626.202000
L3_FinalTarget (Target), 117.632700, 1.016663, 60.999760
L4_Target_2 (Target), 117.632700, 0.000000, 0.000000
L4_FinalTarget (Target), 117.632700, 0.000000, 0.000000
L5_Target_2 (Target), 117.632700, 0.000000, 0.000000
L5_FinalTarget (Target), 117.632700, 0.000000, 0.000000
L6_FinalTarget (Target), 117.632700, 0.000000, 0.000000
L7_FinalTarget (Target), 117.632700, 0.000000, 0.000000
L7_l7_l_L7_FinalTarget_1_1_1 (Target), 117.632700, 0.000000, 0.000000
L8_Target_2 (Target), 117.632700, 0.000000, 0.000000
L8_Target_3 (Target), 117.632700, 0.000000, 0.000000
L8_FinalTarget (Target), 117.632700, 0.000000, 0.000000
Level1 (Level), 3.333333, 0.733333, 44.000000
Level2 (Level), 6.179288, 0.550000, 33.000010
Level3 (Level), 117.632700, 109.016700, 6541.000000
