Name, Time, Duration, Frames
L1_FinalTarget (Target), 56.062060, 1.191872, 71.512300
L2_FinalTarget (Target), 60.089130, 0.000000, 0.000000
L3_Target_1 (Target), 60.089130, 0.000000, 0.000000
L3_FinalTarget (Target), 60.089130, 0.000000, 0.000000
L4_Target_2 (Target), 60.089130, 0.000000, 0.000000
L4_FinalTarget (Target), 60.089130, 4.027073, 241.624400
L5_Target_2 (Target), 60.089130, 0.000000, 0.000000
L5_FinalTarget (Target), 60.089130, 0.000000, 0.000000
L6_FinalTarget (Target), 60.089130, 0.000000, 0.000000
L7_FinalTarget (Target), 60.089130, 0.000000, 0.000000
L7_l7_l_L7_FinalTarget_1_1_1 (Target), 60.089130, 0.000000, 0.000000
L8_Target_2 (Target), 60.089130, 0.000000, 0.000000
L8_Target_3 (Target), 60.089130, 0.000000, 0.000000
L8_FinalTarget (Target), 60.089130, 0.000000, 0.000000
Level1 (Level), 56.062060, 0.266666, 15.999980
Level4 (Level), 60.089130, 1.250000, 75.000000
Level5 (Level), 60.349750, 0.000000, 0.000000
Level7 (Level), 65.399750, 0.000000, 0.000000
